ID;Kategorie;Name;Beschreibung (Freischaltbedingung);Motiv-Beschreibung;Tier / Rarität;Einsatzorte
B416;Unterkunft;Luxus-Ueberraschung;Freigeschaltet fuer: einmal ein 5-Sterne-Zimmer gebucht.;Stern-Kranz, fuenf Punkte;Bronze;Aufnaeher, Unterkunftsseite im Journal
B417;Unterkunft;Airbnb-Stammgast;Freigeschaltet fuer: 10 Airbnb-Aufenthalte dokumentiert.;Haus-Kontur mit Herzspitze im Dach;Bronze;Aufnaeher, Unterkunftsseite im Journal
B418;Scam-Alarm;Nicht-Reingefallen;Freigeschaltet fuer: einen Touristenbetrug rechtzeitig erkannt.;Ausrufezeichen im Schild-Umriss;Silber;Aufnaeher, Warnhinweis-Icon in der App
B419;Scam-Alarm;Taxi-Taktiker;Freigeschaltet fuer: erfolgreich einen ueberteuerten Taxipreis verhandelt.;Taxi-Kontur mit Preisschild-Andeutung;Silber;Aufnaeher, Warnhinweis-Icon in der App
B420;Scam-Alarm;Der-falsche-Polizist-erkannt;Freigeschaltet fuer: einen Fake-Amtsperson-Trick durchschaut.;Schild-Umriss mit Fragezeichen;Silber;Aufnaeher, Warnhinweis-Icon in der App
B421;Scam-Alarm;Ring-des-Misstrauens;Freigeschaltet fuer: einen Strassen-Geschenk-Trick durchschaut.;Kreis mit durchgestrichener Linie;Silber;Aufnaeher, Warnhinweis-Icon in der App
B422;Scam-Alarm;Wechselkurs-Wachhund;Freigeschaltet fuer: einen unfairen Geldwechsel erkannt und vermieden.;Muenze mit Lupen-Andeutung;Silber;Aufnaeher, Warnhinweis-Icon in der App
B423;Scam-Alarm;Rechnung-Doppelt-Geprueft;Freigeschaltet fuer: eine falsch aufgerundete Restaurantrechnung entdeckt.;Quittung-Kontur mit Haken;Silber;Aufnaeher, Warnhinweis-Icon in der App
B424;Scam-Alarm;Zu-schoen-um-wahr;Freigeschaltet fuer: ein unrealistisches Sofortangebot erkannt und abgelehnt.;Ausrufezeichen im Sternchen-Rahmen;Silber;Aufnaeher, Warnhinweis-Icon in der App
B425;Scam-Alarm;Gepaeck-Wache;Freigeschaltet fuer: Gepaeck nie unbeaufsichtigt gelassen, Reise lang.;Koffer-Kontur mit Schloss-Andeutung;Silber;Aufnaeher, Warnhinweis-Icon in der App
B426;Scam-Alarm;Foto-Vorsicht;Freigeschaltet fuer: einen Kostenfallen-Fototrick (spontanes Tier-/Kostuemfoto) erkannt.;Kamerablende mit Ausrufezeichen;Silber;Aufnaeher, Warnhinweis-Icon in der App
B427;Scam-Alarm;Skeptische Reisende;Freigeschaltet fuer: 5 potenzielle Betrugsversuche im Journal dokumentiert und geteilt.;Schild-Umriss mit Haken;Silber;Aufnaeher, Warnhinweis-Icon in der App
B428;Vielreisende;Flughafen-Stammgast;Freigeschaltet fuer: 10 Fluege in einem Kalenderjahr dokumentiert.;Flugzeug-Silhouette mit Wegpunkt-Kranz;Gold;Aufnaeher, Statusabzeichen im Profil
B429;Vielreisende;Koffer-Nomade;Freigeschaltet fuer: mehr Naechte im Ausland als zuhause in einem Jahr.;Koffer-Kontur mit Sternenkranz;Gold;Aufnaeher, Statusabzeichen im Profil
B430;Vielreisende;Zeitzonen-Jongleur;Freigeschaltet fuer: 5 Zeitzonenwechsel innerhalb eines Monats.;Uhr mit fuenf Strichmarken im Kreis;Gold;Aufnaeher, Statusabzeichen im Profil
B431;Vielreisende;Reise-Junkie;Freigeschaltet fuer: 3 Reisen gleichzeitig in Planung.;drei verschraenkte Wegpunkte;Gold;Aufnaeher, Statusabzeichen im Profil
B432;Vielreisende;Kurztrip-Meister;Freigeschaltet fuer: 5 Wochenendtrips in einem Jahr dokumentiert.;Kalenderblatt mit Flugzeug-Andeutung;Gold;Aufnaeher, Statusabzeichen im Profil
B433;Vielreisende;Vielflieger-Veteran;Freigeschaltet fuer: 50.000 dokumentierte Flugkilometer erreicht.;Flugzeug-Silhouette mit langer gestrichelter Route;Gold;Aufnaeher, Statusabzeichen im Profil
B434;Vielreisende;Dauerpendler;Freigeschaltet fuer: 3 Monate am Stueck unterwegs dokumentiert.;Kofferrad-Kontur mit Bewegungslinien;Gold;Aufnaeher, Statusabzeichen im Profil
B435;Vielreisende;Immer-Startklar;Freigeschaltet fuer: Handgepaeck-only-Reise dokumentiert.;kleiner Rucksack-Umriss;Gold;Aufnaeher, Statusabzeichen im Profil
B436;Vielreisende;Buchungs-Blitz;Freigeschaltet fuer: 3 Reisen innerhalb einer Woche gebucht.;Blitzsymbol ueber Kalenderblatt;Gold;Aufnaeher, Statusabzeichen im Profil
B437;Vielreisende;Vielreisenden-Elite;Freigeschaltet fuer: 10 Reisen in einem Jahr dokumentiert.;Kompassnadel mit zehn Punkten im Kranz;Gold;Aufnaeher, Statusabzeichen im Profil
B438;Merch & Shop;Erstes Merch-Teil;Freigeschaltet fuer: das erste Produkt (z.B. Aufnaeher, Journal) im Shop bestellt.;Geschenkband mit Rucksack-Silhouette, schlicht;Bronze;Aufnaeher, Kapitelmarke im Travel Journal
B439;Merch & Shop;Komplett-Ausgestattet;Freigeschaltet fuer: Map, Passport und Journal gemeinsam erworben.;Drei verschraenkte Kreise mit Stern;Silber;Aufnaeher, Kapitelmarke im Travel Journal
B440;Merch & Shop;Limited-Edition-Jaeger;Freigeschaltet fuer: ein limitiertes Saison-Produkt gesichert.;Sanduhr mit funkelndem Rand, geometrisch;Gold;Limited-Edition-Aufnaeher, Easter-Egg-Seite im Journal
B441;Community & Gruppen;Gruppen-Organizer;Freigeschaltet fuer: ein Treffen oder eine Reise fuer mind. 5 Personen organisiert.;Megafon mit 5 Punkten, vereinfacht;Silber;Aufnaeher, Community-Profilabzeichen
B442;Community & Gruppen;Stammgast-Treffen;Freigeschaltet fuer: Teilnahme an 3 offiziellen Scratch-n-Travel Gruppentreffen.;Drei verschraenkte Personen-Silhouetten;Bronze;Aufnaeher, Community-Profilabzeichen
B443;Community & Gruppen;Community-Leader;Freigeschaltet fuer: eine eigene lokale Reisegruppe gegruendet und geleitet.;Krone ueber Wegpunkt, schlicht;Gold;Aufnaeher, Community-Profilabzeichen
B444;VIP & Treue;VIP-Mitglied;Freigeschaltet fuer: VIP-Status (z.B. Family & Pet Pro) erreicht oder abonniert.;Diamant mit Kompassnadel, geometrisch;Gold;Digitales Profil-Badge, exklusive Kapitelmarke
B445;VIP & Treue;Beta-Insider;Freigeschaltet fuer: exklusiven Zugang zu neuen Features vor dem offiziellen Launch erhalten.;Zahnrad mit Beta-Schriftzug, schlicht;Silber;Digitales Profil-Badge
B446;Hobby-Matcher;Hobby-Connect;Freigeschaltet fuer: sich mind. 1x mit jemandem fuer ein geteiltes Hobby (z.B. Surfen, Wandern) getroffen.;Zwei verschraenkte Hobby-Icons (z.B. Welle und Berg);Silber;Aufnaeher, Kapitelmarke im Travel Journal
B447;Hobby-Matcher;Foodie-Tandem;Freigeschaltet fuer: gemeinsam mit einem Community-Match ein lokales Gericht probiert.;Besteck-Kreuz mit zwei Punkten, schlicht;Bronze;Aufnaeher, Kapitelmarke im Travel Journal
B448;Hobby-Matcher;Abenteuer-Partner;Freigeschaltet fuer: eine Aktivitaet (z.B. Klettern, Tauchen) mit einem Community-Match absolviert.;Kletterhaken mit Seil, vereinfacht;Silber;Aufnaeher, Kapitelmarke im Travel Journal
B449;Orte mit Seele;Geheimtipp-Entdecker;Freigeschaltet fuer: eine versteckte Location (z.B. geheime Klippenquelle, Kiez-Baeckerei) besucht und geteilt.;Schluessel mit leuchtendem Punkt, geometrisch;Gold;Limited-Edition-Aufnaeher, Easter-Egg-Seite im Journal
B450;Orte mit Seele;Monsterwellen-Zeuge;Freigeschaltet fuer: eine epische Naturerscheinung (z.B. Monsterwellen, extremes Wetter) live erlebt.;Welle mit Blitzsymbol, dynamisch;Gold;Limited-Edition-Aufnaeher, Easter-Egg-Seite im Journal
B451;Orte mit Seele;Seelenort-Besucher;Freigeschaltet fuer: 3 Orte mit besonderer Geschichte und "Seele" dokumentiert.;Herzform in Landschaftskontur, schlicht;Silber;Aufnaeher, Kapitelmarke im Travel Journal
B452;Tools & Engagement;Checklisten-Profi;Freigeschaltet fuer: eine Reise-Checkliste (z.B. Familie oder Hund) heruntergeladen und vollstaendig abgehakt.;Klemmbrett mit Haken, vereinfacht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B453;Tools & Engagement;Erfahrungs-Teiler;Freigeschaltet fuer: einen detaillierten Reisebericht oder Guide fuer die Community geschrieben.;Federkiel mit Sprechblase, schlicht;Silber;Aufnaeher, Community-Profilabzeichen
B454;Tools & Engagement;AI-Concierge-Nutzer;Freigeschaltet fuer: den Smart Travel AI Concierge erfolgreich fuer die Reiseplanung genutzt.;Roboter-Kopf mit Kompassnadel, geometrisch;Bronze;Digitales Profil-Badge
B455;Tools & Engagement;Routen-Optimierer;Freigeschaltet fuer: eine KI-generierte Route angepasst und erfolgreich abgeschlossen.;Gestrichelte Linie mit Stern, schlicht;Silber;Aufnaeher, Kapitelmarke im Travel Journal
B456;Tools & Engagement;Scam-Radar-Waechter;Freigeschaltet fuer: eine Touristenfalle oder einen Betrugsversuch erkannt und in der App gemeldet.;Schild mit Ausrufezeichen, vereinfacht;Silber;Aufnaeher, Warnhinweis-Icon in der App
B457;Tools & Engagement;GPX-Export-Profi;Freigeschaltet fuer: eine Community-Route als GPX fuer Komoot oder Maps.me exportiert.;Wegpunkt mit Download-Pfeil, schlicht;Bronze;Digitales Profil-Badge
B458;Orte mit Seele;Local-Guide-Siegel;Freigeschaltet fuer: 5 eigene Geheimtipps von der Community als "hilfreich" verifiziert.;Verifizierungs-Haken mit Stern, geometrisch;Gold;Aufnaeher, Community-Profilabzeichen
B459;Community & Gruppen;Give-to-Get-Held;Freigeschaltet fuer: einen echten Geheimtipp oder eine Warnung geteilt, die anderen Reisenden geholfen hat.;Zwei verschraenkte Haende mit Herz, schlicht;Silber;Aufnaeher, Community-Profilabzeichen
B460;Hobby-Matcher;Tierfreundlicher Begleiter;Freigeschaltet fuer: ein Treffen mit einem Hundehalter (z.B. Dog SUP, Wald-Trail) absolviert.;Pfotenabdruck neben Wegpunkt, schlicht;Bronze;Aufnaeher, Kapitelmarke im Travel Journal
